ID,ave_voice_int,cv_voice_f0,smile_freq,head_mean,head_cv,num_nod,mutual_smile, AU01_r_mean, AU01_r_cv, AU02_r_mean, AU02_r_cv, AU04_r_mean, AU04_r_cv, AU05_r_mean, AU05_r_cv, AU06_r_mean, AU06_r_cv, AU07_r_mean, AU07_r_cv, AU09_r_mean, AU09_r_cv, AU10_r_mean, AU10_r_cv, AU12_r_mean, AU12_r_cv, AU14_r_mean, AU14_r_cv, AU15_r_mean, AU15_r_cv, AU17_r_mean, AU17_r_cv, AU20_r_mean, AU20_r_cv, AU23_r_mean, AU23_r_cv, AU25_r_mean, AU25_r_cv, AU26_r_mean, AU26_r_cv, AU45_r_mean, AU45_r_cv
temp_user,71.85864259005736,0.9616107063639864,0.9551282051282052,0.06562314225053077,3.7627671259675988,8,0,0.2548407643312102,1.4881190476382873,0.16952229299363056,2.161784327868746,0.03369426751592357,3.227627609083624,0.03347133757961784,2.1121139394682165,1.2018471337579617,0.46067364951818274,0.7780573248407643,0.8657238277485527,0.09398089171974523,2.5697510944944675,0.08191082802547771,2.276681433297192,1.3610828025477706,0.4190895846112616,0.6364331210191083,0.4714955573701972,0.15394904458598724,2.073169312063239,0.3529936305732484,0.8518200074134863,0.06824840764331211,1.8039141474500542,0.09398089171974522,1.710958596888851,0.4412101910828026,1.1421029729468788,0.4889171974522292,0.9274915930683687,0.16394904458598727,1.427543289853814
